id,timerID,timerIDLastChangedAt,started,startedLastChangedAt,duration,durationLastChangedAt,gameID,gameIDLastChangedAt,ended,endedLastChangedAt,index,indexLastChangedAt,name,nameLastChangedAt,start,startLastChangedAt,roundID,roundIDLastChangedAt,batchID,batchIDLastChangedAt,initialized,initializedLastChangedAt
01HWDPPR3FY51DPQR7K0BN17VG,01HWDPPR10GHTWVR61PWG4QE2B,2024-04-26T17:19:32.975809891Z,true,2024-04-26T17:25:58.18413312Z,30,2024-04-26T17:19:32.975809891Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:32.975809891Z,true,2024-04-26T17:26:28.19022005Z,0,2024-04-26T17:19:32.975809891Z,send,2024-04-26T17:19:32.975809891Z,true,2024-04-26T17:25:58.111188306Z,01HWDPPR04QRKN61NZ1XE6RWZE,2024-04-26T17:19:32.975809891Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:32.975809891Z,true,2024-04-26T17:25:58.162567432Z
01HWDPPR3GFTDHNFFJT5AJW7KZ,01HWDPPR29CCJWBMVM0HDE3DTM,2024-04-26T17:19:32.978367393Z,true,2024-04-26T17:26:28.298196081Z,30,2024-04-26T17:19:32.978367393Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:32.978367393Z,true,2024-04-26T17:26:40.530015326Z,1,2024-04-26T17:19:32.978367393Z,observe,2024-04-26T17:19:32.978367393Z,true,2024-04-26T17:26:28.219639736Z,01HWDPPR04QRKN61NZ1XE6RWZE,2024-04-26T17:19:32.978367393Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:32.978367393Z,true,2024-04-26T17:26:28.273780494Z
01HWDPPR3RVV2HA792V8MKR8XF,01HWDPPR0WMEWHKQ035H8J0GJC,2024-04-26T17:19:32.984156074Z,true,2024-04-26T17:24:28.105157099Z,30,2024-04-26T17:19:32.984156074Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:32.984156074Z,true,2024-04-26T17:24:58.109568571Z,0,2024-04-26T17:19:32.984156074Z,send,2024-04-26T17:19:32.984156074Z,true,2024-04-26T17:24:28.010124986Z,01HWDPPR04QRKN61NZ16Z6RF89,2024-04-26T17:19:32.984156074Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:32.984156074Z,true,2024-04-26T17:24:28.083744791Z
01HWDPPR3RVV2HA792VRN4E72G,01HWDPPR2A46KS2HKP7AD4DKBE,2024-04-26T17:19:32.98480733Z,true,2024-04-26T17:24:58.18706459Z,30,2024-04-26T17:19:32.98480733Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:32.98480733Z,true,2024-04-26T17:25:13.49790019Z,1,2024-04-26T17:19:32.98480733Z,observe,2024-04-26T17:19:32.98480733Z,true,2024-04-26T17:24:58.121423387Z,01HWDPPR04QRKN61NZ16Z6RF89,2024-04-26T17:19:32.98480733Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:32.98480733Z,true,2024-04-26T17:24:58.165084298Z
01HWDPPR4PJDQVANSH0BKK7NPR,01HWDPPR0GC7Z2BRSZ86W1ZQ4Z,2024-04-26T17:19:33.014945635Z,true,2024-04-26T17:19:33.610113335Z,30,2024-04-26T17:19:33.014945635Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.014945635Z,true,2024-04-26T17:20:03.617505817Z,0,2024-04-26T17:19:33.014945635Z,send,2024-04-26T17:19:33.014945635Z,true,2024-04-26T17:19:33.491167918Z,01HWDPPQZ6JF950H59J2WBPDNB,2024-04-26T17:19:33.014945635Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.014945635Z,true,2024-04-26T17:19:33.598722826Z
01HWDPPR4QD040RMF0CS8FFKDC,01HWDPPR38N07DVC5RT1WQD718,2024-04-26T17:19:33.015490959Z,true,2024-04-26T17:20:03.704435553Z,30,2024-04-26T17:19:33.015490959Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.015490959Z,true,2024-04-26T17:20:33.710031503Z,1,2024-04-26T17:19:33.015490959Z,observe,2024-04-26T17:19:33.015490959Z,true,2024-04-26T17:20:03.635673585Z,01HWDPPQZ6JF950H59J2WBPDNB,2024-04-26T17:19:33.015490959Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.015490959Z,true,2024-04-26T17:20:03.686952444Z
01HWDPPR57N4EM5TAW19R4CYXW,01HWDPPR358GQN8JS80373EMNG,2024-04-26T17:19:33.031640937Z,true,2024-04-26T17:27:23.576229911Z,30,2024-04-26T17:19:33.031640937Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.031640937Z,true,2024-04-26T17:27:53.580015433Z,0,2024-04-26T17:19:33.031640937Z,send,2024-04-26T17:19:33.031640937Z,true,2024-04-26T17:27:23.527715504Z,01HWDPPR050CTP5CZCJ34RN91C,2024-04-26T17:19:33.031640937Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.031640937Z,true,2024-04-26T17:27:23.558581299Z
01HWDPPR58JZP80N9CGRANJAGE,01HWDPPR3DPRSBY4J73QQXNKZV,2024-04-26T17:19:33.032244271Z,true,2024-04-26T17:27:53.64723772Z,30,2024-04-26T17:19:33.032244271Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.032244271Z,true,2024-04-26T17:28:04.961009765Z,1,2024-04-26T17:19:33.032244271Z,observe,2024-04-26T17:19:33.032244271Z,true,2024-04-26T17:27:53.593090925Z,01HWDPPR050CTP5CZCJ34RN91C,2024-04-26T17:19:33.032244271Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.032244271Z,true,2024-04-26T17:27:53.633752998Z
01HWDPPR7GQD3KQA3C6X2WVBQH,01HWDPPR36TPG4HSB5B1K1WPQ6,2024-04-26T17:19:33.104206308Z,true,2024-04-26T17:28:05.148778168Z,30,2024-04-26T17:19:33.104206308Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.104206308Z,true,2024-04-26T17:28:35.151639873Z,0,2024-04-26T17:19:33.104206308Z,send,2024-04-26T17:19:33.104206308Z,true,2024-04-26T17:28:05.076100634Z,01HWDPPR06HGST9M09D0PKHVPR,2024-04-26T17:19:33.104206308Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.104206308Z,true,2024-04-26T17:28:05.130902912Z
01HWDPPR7GQD3KQA3C7N5Z3E9H,01HWDPPR49FPNZEQQMTNQAWP0J,2024-04-26T17:19:33.10481374Z,true,2024-04-26T17:28:35.236300794Z,30,2024-04-26T17:19:33.10481374Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.10481374Z,true,2024-04-26T17:28:47.434424824Z,1,2024-04-26T17:19:33.10481374Z,observe,2024-04-26T17:19:33.10481374Z,true,2024-04-26T17:28:35.167555859Z,01HWDPPR06HGST9M09D0PKHVPR,2024-04-26T17:19:33.10481374Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.10481374Z,true,2024-04-26T17:28:35.217558409Z
01HWDPPR7J3MQMW2W3NEAB5GTP,01HWDPPR36TPG4HSB5AWQ2AFCM,2024-04-26T17:19:33.106993125Z,true,2024-04-26T17:26:40.68140408Z,30,2024-04-26T17:19:33.106993125Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.106993125Z,true,2024-04-26T17:27:10.687947698Z,0,2024-04-26T17:19:33.106993125Z,send,2024-04-26T17:19:33.106993125Z,true,2024-04-26T17:26:40.625904494Z,01HWDPPR07MDJYMV6CVR02XCQ1,2024-04-26T17:19:33.106993125Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.106993125Z,true,2024-04-26T17:26:40.666864693Z
01HWDPPR7K5BWETKW83X8BKTN6,01HWDPPR4WRM06A8183FHYM7EM,2024-04-26T17:19:33.107618792Z,true,2024-04-26T17:27:10.765703812Z,30,2024-04-26T17:19:33.107618792Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.107618792Z,true,2024-04-26T17:27:23.436468544Z,1,2024-04-26T17:19:33.107618792Z,observe,2024-04-26T17:19:33.107618792Z,true,2024-04-26T17:27:10.703568964Z,01HWDPPR07MDJYMV6CVR02XCQ1,2024-04-26T17:19:33.107618792Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.107618792Z,true,2024-04-26T17:27:10.745847138Z
01HWDPPR8VX39MPZYV7JERB6RP,01HWDPPR3EH5TT9KKMRVEXFKW8,2024-04-26T17:19:33.147039154Z,true,2024-04-26T17:25:13.676435912Z,30,2024-04-26T17:19:33.147039154Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.147039154Z,true,2024-04-26T17:25:43.679804057Z,0,2024-04-26T17:19:33.147039154Z,send,2024-04-26T17:19:33.147039154Z,true,2024-04-26T17:25:13.599566959Z,01HWDPPR050CTP5CZCHE1RKW47,2024-04-26T17:19:33.147039154Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.147039154Z,true,2024-04-26T17:25:13.654372126Z
01HWDPPR8VX39MPZYV83R854HH,01HWDPPR5EZ2B9D1V0DFTH2SE1,2024-04-26T17:19:33.147378888Z,true,2024-04-26T17:25:43.75183622Z,30,2024-04-26T17:19:33.147378888Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.147378888Z,true,2024-04-26T17:25:58.003080114Z,1,2024-04-26T17:19:33.147378888Z,observe,2024-04-26T17:19:33.147378888Z,true,2024-04-26T17:25:43.694334315Z,01HWDPPR050CTP5CZCHE1RKW47,2024-04-26T17:19:33.147378888Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.147378888Z,true,2024-04-26T17:25:43.735765372Z
01HWDPPRB3BYH4J1EXSRHH1X90,01HWDPPQZTTCZ6DSXEEXHRYQ39,2024-04-26T17:19:33.219320106Z,true,2024-04-26T17:21:28.815793104Z,30,2024-04-26T17:19:33.219320106Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.219320106Z,true,2024-04-26T17:21:58.819680389Z,0,2024-04-26T17:19:33.219320106Z,send,2024-04-26T17:19:33.219320106Z,true,2024-04-26T17:21:28.765865849Z,01HWDPPQZJ48XCBF7YH5AGV35D,2024-04-26T17:19:33.219320106Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.219320106Z,true,2024-04-26T17:21:28.802066289Z
01HWDPPRB3BYH4J1EXTDJ4GHE4,01HWDPPR3M3R6SW3TEWAT1K30Y,2024-04-26T17:19:33.219749069Z,true,2024-04-26T17:21:58.905730611Z,30,2024-04-26T17:19:33.219749069Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.219749069Z,true,2024-04-26T17:22:12.859563739Z,1,2024-04-26T17:19:33.219749069Z,observe,2024-04-26T17:19:33.219749069Z,true,2024-04-26T17:21:58.837656598Z,01HWDPPQZJ48XCBF7YH5AGV35D,2024-04-26T17:19:33.219749069Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.219749069Z,true,2024-04-26T17:21:58.880876918Z
01HWDPPRB6TJTKJ33D5NS5C814,01HWDPPR29CCJWBMVM0GKCEQNZ,2024-04-26T17:19:33.222240947Z,true,2024-04-26T17:23:43.622619986Z,30,2024-04-26T17:19:33.222240947Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.222240947Z,true,2024-04-26T17:24:13.626542131Z,0,2024-04-26T17:19:33.222240947Z,send,2024-04-26T17:19:33.222240947Z,true,2024-04-26T17:23:43.569597068Z,01HWDPPQZKPP3MC3NHBN7T5WB7,2024-04-26T17:19:33.222240947Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.222240947Z,true,2024-04-26T17:23:43.603753075Z
01HWDPPRB6TJTKJ33D6ACR8N0B,01HWDPPR28FZTA0CRF6FG17QDH,2024-04-26T17:19:33.222782634Z,true,2024-04-26T17:22:55.115447235Z,30,2024-04-26T17:19:33.222782634Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.222782634Z,true,2024-04-26T17:23:25.120488171Z,0,2024-04-26T17:19:33.222782634Z,send,2024-04-26T17:19:33.222782634Z,true,2024-04-26T17:22:55.0497577Z,01HWDPPQZJ48XCBF7YJBQ55EJ2,2024-04-26T17:19:33.222782634Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.222782634Z,true,2024-04-26T17:22:55.098689577Z
01HWDPPRB7848NDJKG9YK09R7E,01HWDPPR1VGPR8GJXKVVJQ3Q4D,2024-04-26T17:19:33.223603331Z,true,2024-04-26T17:22:12.999217928Z,30,2024-04-26T17:19:33.223603331Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.223603331Z,true,2024-04-26T17:22:43.005018378Z,0,2024-04-26T17:19:33.223603331Z,send,2024-04-26T17:19:33.223603331Z,true,2024-04-26T17:22:12.947505295Z,01HWDPPQZJ48XCBF7YHN63KJ64,2024-04-26T17:19:33.223603331Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.223603331Z,true,2024-04-26T17:22:12.983435885Z
01HWDPPRB9YGTCJXCHGKPGA0K6,01HWDPPR3NH3XPNPEBJQ8YMBFQ,2024-04-26T17:19:33.225293839Z,true,2024-04-26T17:24:13.700717817Z,30,2024-04-26T17:19:33.225293839Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.225293839Z,true,2024-04-26T17:24:27.893290885Z,1,2024-04-26T17:19:33.225293839Z,observe,2024-04-26T17:19:33.225293839Z,true,2024-04-26T17:24:13.643732004Z,01HWDPPQZKPP3MC3NHBN7T5WB7,2024-04-26T17:19:33.225293839Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.225293839Z,true,2024-04-26T17:24:13.684875631Z
01HWDPPRB9YGTCJXCHH8J6K2GR,01HWDPPR3NH3XPNPEBJSNMYYNW,2024-04-26T17:19:33.225726118Z,true,2024-04-26T17:23:25.18872675Z,30,2024-04-26T17:19:33.225726118Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.225726118Z,true,2024-04-26T17:23:43.490942515Z,1,2024-04-26T17:19:33.225726118Z,observe,2024-04-26T17:19:33.225726118Z,true,2024-04-26T17:23:25.135993097Z,01HWDPPQZJ48XCBF7YJBQ55EJ2,2024-04-26T17:19:33.225726118Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.225726118Z,true,2024-04-26T17:23:25.174941016Z
01HWDPPRBAWB1BY3C2WEV1WR9X,01HWDPPR2CHMY8SSHQXGCQKZ6T,2024-04-26T17:19:33.227007859Z,true,2024-04-26T17:22:43.078723893Z,30,2024-04-26T17:19:33.227007859Z,01HWDP39MDQ4EJ18DDSHEFDB0S,2024-04-26T17:19:33.227007859Z,true,2024-04-26T17:22:54.960697739Z,1,2024-04-26T17:19:33.227007859Z,observe,2024-04-26T17:19:33.227007859Z,true,2024-04-26T17:22:43.0182289Z,01HWDPPQZJ48XCBF7YHN63KJ64,2024-04-26T17:19:33.227007859Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:19:33.227007859Z,true,2024-04-26T17:22:43.055690826Z
01HWDPX8RBYKM3KQ12TW8VAS60,01HWDPX8NT7B617HXM33F3MNGH,2024-04-26T17:23:06.635032452Z,true,2024-04-26T17:30:41.733746562Z,30,2024-04-26T17:23:06.635032452Z,01HWDP3DTG6NCKJ6WWN5MS9JFY,2024-04-26T17:23:06.635032452Z,true,2024-04-26T17:31:11.749801396Z,0,2024-04-26T17:23:06.635032452Z,send,2024-04-26T17:23:06.635032452Z,true,2024-04-26T17:30:41.670589753Z,01HWDPX8MHYAV3ASQ1MXWMSPH2,2024-04-26T17:23:06.635032452Z,01HWDP3DT4YXBP3DYDVGM7VJGR,2024-04-26T17:23:06.635032452Z,true,2024-04-26T17:30:41.718789229Z
